40V/75A/300W	-14	1	14	33	47	62	76	90	102	117	131
1.78E-05	0.487060547	0.444946289	0.405273438	0.357055664	0.319213867	0.277099609	0.238037109	0.197753906	0.162353516	0.121459961	0.089111328
2.15E-05	0.491333008	0.449829102	0.41015625	0.361328125	0.325317383	0.283203125	0.243530273	0.203857422	0.168457031	0.126342773	0.095214844
2.61E-05	0.495605469	0.454711914	0.414428711	0.366821289	0.330200195	0.288696289	0.249633789	0.209960938	0.174560547	0.133056641	0.101928711
3.16E-05	0.49987793	0.458984375	0.419311523	0.372314453	0.335693359	0.294189453	0.255126953	0.216064453	0.179443359	0.139770508	0.108032227
3.83E-05	0.504760742	0.464477539	0.424194336	0.377807617	0.340576172	0.299682617	0.260620117	0.222167969	0.186157227	0.145874023	0.114746094
4.64E-05	0.509033203	0.468139648	0.428466797	0.38269043	0.345458984	0.305175781	0.266723633	0.228271484	0.192260742	0.152587891	0.121459961
5.62E-05	0.512695313	0.473022461	0.433349609	0.387573242	0.350341797	0.311279297	0.272216797	0.233154297	0.198364258	0.158691406	0.128173828
6.81E-05	0.517578125	0.477905273	0.438232422	0.392456055	0.356445313	0.316772461	0.278320313	0.239868164	0.205078125	0.165405273	0.134277344
8.25E-05	0.521240234	0.482177734	0.443115234	0.39855957	0.360717773	0.322875977	0.284423828	0.24597168	0.210571289	0.171508789	0.141601563
0.0001	0.525512695	0.487060547	0.447387695	0.403442383	0.366821289	0.327758789	0.290527344	0.252075195	0.217285156	0.177612305	0.14831543
0.000121153	0.530395508	0.491943359	0.452880859	0.408325195	0.371704102	0.333862305	0.296020508	0.258178711	0.223388672	0.184326172	0.155639648
0.00014678	0.534057617	0.496826172	0.45715332	0.413208008	0.377807617	0.339355469	0.302124023	0.263671875	0.229492188	0.190429688	0.162353516
0.000177828	0.53894043	0.501098633	0.461425781	0.418701172	0.38269043	0.344238281	0.307006836	0.270385742	0.235595703	0.197753906	0.168457031
0.000215443	0.542602539	0.505981445	0.466308594	0.424194336	0.388183594	0.349731445	0.313720703	0.275878906	0.24230957	0.203857422	0.175170898
0.000261016	0.547485352	0.510253906	0.471191406	0.428466797	0.393066406	0.355834961	0.319213867	0.282592773	0.248413086	0.209960938	0.181884766
0.000316228	0.551757813	0.513916016	0.475463867	0.433959961	0.399169922	0.360717773	0.325317383	0.287475586	0.25390625	0.216674805	0.188598633
0.000383119	0.556030273	0.51940918	0.48034668	0.438842773	0.404663086	0.366821289	0.331420898	0.293579102	0.260009766	0.22277832	0.195922852
0.000464159	0.560913086	0.523681641	0.485839844	0.444946289	0.41015625	0.371704102	0.336914063	0.299682617	0.266113281	0.230102539	0.202026367
0.000562341	0.565185547	0.527954102	0.490722656	0.449829102	0.414428711	0.377807617	0.342407227	0.305786133	0.272827148	0.236816406	0.209350586
0.000681292	0.568847656	0.532226563	0.494995117	0.454711914	0.420532227	0.383300781	0.347290039	0.3125	0.278930664	0.242919922	0.216064453
0.000825404	0.573730469	0.537109375	0.49987793	0.459594727	0.425415039	0.389404297	0.353393555	0.317993164	0.28503418	0.249633789	0.22277832
0.001	0.57800293	0.541381836	0.504150391	0.465087891	0.430908203	0.394287109	0.35949707	0.324707031	0.291137695	0.255737305	0.229492188
0.001211528	0.582275391	0.546264648	0.509033203	0.470581055	0.436401367	0.400390625	0.364990234	0.330200195	0.297241211	0.26184082	0.236206055
0.001467799	0.586547852	0.551757813	0.513305664	0.475463867	0.44128418	0.405883789	0.37109375	0.336303711	0.303955078	0.268554688	0.242919922
0.001778279	0.591430664	0.555419922	0.518188477	0.48034668	0.446777344	0.411987305	0.377197266	0.342407227	0.310058594	0.274047852	0.250244141
0.002154435	0.595092773	0.560302734	0.522460938	0.485839844	0.452880859	0.417480469	0.38269043	0.347290039	0.316162109	0.281982422	0.256347656
0.002610157	0.599365234	0.565185547	0.52734375	0.490722656	0.457763672	0.422973633	0.388183594	0.353393555	0.322265625	0.287475586	0.263061523
0.003162278	0.604248047	0.569458008	0.532226563	0.496826172	0.463256836	0.427856445	0.394287109	0.35949707	0.327758789	0.294189453	0.269775391
0.003831187	0.607910156	0.57434082	0.537109375	0.501098633	0.467529297	0.433959961	0.400390625	0.365600586	0.334472656	0.30090332	0.277099609
0.004641589	0.612182617	0.578613281	0.541381836	0.506591797	0.473632813	0.439453125	0.405883789	0.371704102	0.33996582	0.307006836	0.283813477
0.005623413	0.616455078	0.582885742	0.546264648	0.511474609	0.479125977	0.444946289	0.411987305	0.377807617	0.346069336	0.313720703	0.290527344
0.006812921	0.620727539	0.587768555	0.551757813	0.51574707	0.484619141	0.451049805	0.417480469	0.383911133	0.3515625	0.319824219	0.297241211
0.008254042	0.625610352	0.592651367	0.556030273	0.521240234	0.490112305	0.456542969	0.423583984	0.390014648	0.358276367	0.326538086	0.303955078
0.01	0.629272461	0.59753418	0.560913086	0.526733398	0.494995117	0.461425781	0.4296875	0.396118164	0.364990234	0.333251953	0.311279297
0.012115277	0.634155273	0.601806641	0.565185547	0.531616211	0.500488281	0.467529297	0.434570313	0.401611328	0.370483398	0.339355469	0.317993164
0.014677993	0.638427734	0.606689453	0.569458008	0.537109375	0.505981445	0.473632813	0.440673828	0.407714844	0.377197266	0.345458984	0.325927734
0.017782794	0.642700195	0.611572266	0.57434082	0.541992188	0.510864258	0.479125977	0.446777344	0.413818359	0.38269043	0.3515625	0.332641602
0.021544347	0.647583008	0.615844727	0.579223633	0.547485352	0.51574707	0.485229492	0.452880859	0.420532227	0.389404297	0.358276367	0.339355469
0.026101572	0.651245117	0.620727539	0.584106445	0.552978516	0.520629883	0.490722656	0.458374023	0.426025391	0.394897461	0.364990234	0.346069336
0.031622777	0.65612793	0.625610352	0.587768555	0.557861328	0.526733398	0.496826172	0.464477539	0.432128906	0.401000977	0.37109375	0.352783203
0.038311868	0.660400391	0.629882813	0.593261719	0.562744141	0.532226563	0.501708984	0.470581055	0.438232422	0.407104492	0.377807617	0.360107422
0.046415888	0.664672852	0.634765625	0.59753418	0.568237305	0.537719727	0.5078125	0.47668457	0.444335938	0.413208008	0.383911133	0.366821289
0.056234133	0.668945313	0.639648438	0.602416992	0.573730469	0.541992188	0.513305664	0.481567383	0.450439453	0.419921875	0.390625	0.374145508
0.068129207	0.673217773	0.64453125	0.606689453	0.579223633	0.548095703	0.518798828	0.487670898	0.456542969	0.426025391	0.397338867	0.380859375
0.082540419	0.678100586	0.648803711	0.611572266	0.584716797	0.553588867	0.524291992	0.493774414	0.463256836	0.432128906	0.404052734	0.389404297
0.1	0.681762695	0.653686523	0.615844727	0.588989258	0.559082031	0.530395508	0.49987793	0.468139648	0.438232422	0.410766602	0.396118164
